Name of Product;Description;Image Link;Price;Rating;
"XIAOMI REDMI NOTE 2 2/16GB";"XIAOMI REDMI NOTE 2 2/16GB
Xiaomi Redmi Note 2
RAM 2GB ROM 16GB
Bergaransi Distributor BCELL 1 Tahun

WARNA : GREY (mohon konfirmasi ke admin untuk stock warna)

Spesifikasinya sebagai berikut :
Dimensi Layar : 5.5 inches, 82.6 cm2 (~71.5% screen-to-body ratio)
Kamera Belakang : 13 MP, PDAF, f/2.2
Kamera Depan : 5 MP, f/2.0
RAM : 2GB
ROM : 16GB
Batterai : Removable Li-Po 3060 mAh battery
Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)
- MIUI 7.0
OS : Android 5.0 (Lollipop)
Chipset : Mediatek MT6795 Helio X10
CPU : Octa-core 2.0 GHz Cortex-A53 - Redmi Note 2

NOTE :
*Pengiriman untuk hari yang sama bisa menggunakan GRAB/GOJEK INSTANT&SAMEDAY courier
*Pengiriman ekspedisi JNE dikirim jam 18:30WIB
*Pengiriman ekspedisi J&T dikirim jam 17:00WIB
*UPDATE RESI JAM 9 MALAM

WARRANTY ORIGINAL 100% AMAN DAN SEGEL
- GARANSI 1 TAHUN DISTRIBUTOR
- ACCESSORIES KOMPLIT DAN LENGKAP DALAM DUS
- BARANG BISA RETUR DALAM (7 HARI) APABILA ADA KERUSAKAN DARI PABRIKAN, LEWAT DARI ITU MASUK CLAIM GARANSI

untuk info lebih lanjut silahkan untuk hubungi admin.";https://ecs7.tokopedia.net/img/cache/700/product-1/2019/7/11/64894622/64894622_ff1e4fe9-a699-4e7a-86b0-dfb275a44169_2048_2048.webp;Rp609.000;4.2
"Hp nokia jadul 106 dual simcard - Hitam";"Hp nokia jadul 106 dual simcard - Hitam
Network Technology
GSM
Launch Announced 2018, November
Status Available. Released 2018, November
Body Dimensions 111.2 x 49.5 x 14.4 mm (4.38 x 1.95 x 0.57 in)
Weight 70.2 g (2.47 oz)
Build Plastic body
SIM Dual SIM (Mini-SIM, dual stand-by)
- Flashlight
Display Type TFT, 65K colors
Size 1.8 inches, 10.0 cm2 (~18.2% screen-to-body ratio)
Resolution 120 x 160 pixels, 4:3 ratio (~111 ppi density)
Platform Chipset Mediatek MT6261D
Memory Card slot No
Phonebook Yes
Call records Yes
Internal 4 MB, 4 MB RAM
Camera No
Sound Alert types Vibration; Polyphonic
Loudspeaker Yes
3.5mm jack TBC
Comms WLAN No
Bluetooth No
GPS No
Radio FM radio
USB microUSB 2.0 (charging only)
Features Messaging SMS
Browser No
Games Yes
Java No
Battery Removable Li-Ion 800 mAh battery";https://ecs7.tokopedia.net/img/cache/700/product-1/2020/8/22/6349837/6349837_13b3a50e-95be-48ac-bdfc-5af7d6e51b0c_700_700.jpg.webp;Rp165.000;4.3
